2025-12-10 20:02:30,851:DEBUG:discord.client: on_ready has successfully been registered as an event
2025-12-10 20:02:30,851:DEBUG:discord.client: on_member_join has successfully been registered as an event
2025-12-10 20:02:30,851:DEBUG:discord.client: on_message has successfully been registered as an event
2025-12-10 20:02:30,851:DEBUG:discord.client: on_command_error has successfully been registered as an event
[2025-12-10 20:02:30] [DEBUG   ] asyncio: Using proactor: IocpProactor
[2025-12-10 20:02:33] [INFO    ] __main__: Ready to go, boss! Logged in as zeni_bot#8787 (id: 1442644079686193363)
[2025-12-10 20:02:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 4, 'op': 0, 'd': {'user_id': '713560579260022815', 'timestamp': 1765407759, 'member': {'user': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'display_name': 'El_Chavo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '953355814129766400', 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 4, 'op': 0, 'd': {'user_id': '713560579260022815', 'timestamp': 1765407759, 'member': {'user': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'display_name': 'El_Chavo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '953355814129766400', 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:39] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-10 20:02:39] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-10 20:02:39] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-10 20:02:39] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-10 20:02:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-10T23:02:39.983000+00:00', 'pinned': False, 'nonce': '1448449869789265920', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1448449870326403225', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!join', 'components': [], 'channel_type': 0, 'channel_id': '953355814129766400', 'author': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'attachments': [], 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-10T23:02:39.983000+00:00', 'pinned': False, 'nonce': '1448449869789265920', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1448449870326403225', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!join', 'components': [], 'channel_type': 0, 'channel_id': '953355814129766400', 'author': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'attachments': [], 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event message
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event message
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event command
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event command
[2025-12-10 20:02:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-10T23:02:40.275000+00:00', 'pinned': False, 'nonce': '4791135451118080081', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['953357419092783155', '1442649496982130771'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1448449871550877869', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Você precisa estar em um canal de voz para eu entrar!', 'components': [], 'channel_type': 0, 'channel_id': '953355814129766400', 'author': {'username': 'zeni_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1442644079686193363', 'global_name': None, 'display_name_styles': None, 'discriminator': '8787', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-10T23:02:40.275000+00:00', 'pinned': False, 'nonce': '4791135451118080081', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['953357419092783155', '1442649496982130771'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1448449871550877869', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Você precisa estar em um canal de voz para eu entrar!', 'components': [], 'channel_type': 0, 'channel_id': '953355814129766400', 'author': {'username': 'zeni_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1442644079686193363', 'global_name': None, 'display_name_styles': None, 'discriminator': '8787', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event message
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event message
[2025-12-10 20:02:40] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/953355814129766400/messages with {"content":"Voc\u00ea precisa estar em um canal de voz para eu entrar!","components":[],"nonce":"4791135451118080081","enforce_nonce":true,"tts":false} has returned 200
[2025-12-10 20:02:40] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/953355814129766400/messages with {"content":"Voc\u00ea precisa estar em um canal de voz para eu entrar!","components":[],"nonce":"4791135451118080081","enforce_nonce":true,"tts":false} has returned 200
[2025-12-10 20:02:40] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-12-10 20:02:40] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-12-10 20:02:40] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/953355814129766400/messages has received {'type': 0, 'content': 'Você precisa estar em um canal de voz para eu entrar!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-10T23:02:40.275000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1448449871550877869', 'channel_id': '953355814129766400', 'author': {'id': '1442644079686193363', 'username': 'zeni_bot', 'avatar': None, 'discriminator': '8787', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4791135451118080081'}
[2025-12-10 20:02:40] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/953355814129766400/messages has received {'type': 0, 'content': 'Você precisa estar em um canal de voz para eu entrar!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-10T23:02:40.275000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1448449871550877869', 'channel_id': '953355814129766400', 'author': {'id': '1442644079686193363', 'username': 'zeni_bot', 'avatar': None, 'discriminator': '8787', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4791135451118080081'}
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-12-10 20:02:40] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-12-10 20:02:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 7, 'op': 0, 'd': {'member': {'user': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'display_name': 'El_Chavo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '713560579260022815', 'suppress': False, 'session_id': '7614dd3c87a35c52ea967cc7cd6a3c7a', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '899003658337914880', 'discoverable': True, 'deaf': False, 'channel_id': '953355516896247859'}}
[2025-12-10 20:02:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 7, 'op': 0, 'd': {'member': {'user': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'display_name': 'El_Chavo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '713560579260022815', 'suppress': False, 'session_id': '7614dd3c87a35c52ea967cc7cd6a3c7a', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '899003658337914880', 'discoverable': True, 'deaf': False, 'channel_id': '953355516896247859'}}
[2025-12-10 20:02:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:42] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-12-10 20:02:42] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-12-10 20:02:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_START_TIME_UPDATE', 's': 8, 'op': 0, 'd': {'voice_start_time': 1765407762, 'id': '953355516896247859', 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_CHANNEL_START_TIME_UPDATE', 's': 8, 'op': 0, 'd': {'voice_start_time': 1765407762, 'id': '953355516896247859', 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:42] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_START_TIME_UPDATE.
[2025-12-10 20:02:42] [DEBUG   ] discord.gateway: Unknown event VOICE_CHANNEL_START_TIME_UPDATE.
[2025-12-10 20:02:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-10T23:02:46.713000+00:00', 'pinned': False, 'nonce': '1448449898075652096', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1448449898554069086', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!join', 'components': [], 'channel_type': 0, 'channel_id': '953355814129766400', 'author': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'attachments': [], 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-10T23:02:46.713000+00:00', 'pinned': False, 'nonce': '1448449898075652096', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['953353897924231168', '953357419092783155', '1447955914945593396'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-10-16T18:39:34.884000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1448449898554069086', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!join', 'components': [], 'channel_type': 0, 'channel_id': '953355814129766400', 'author': {'username': 'el_chavo_v', 'public_flags': 0, 'primary_guild': None, 'id': '713560579260022815', 'global_name': 'El_Chavo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'cc468a6530234485a7268c28126890ac'}, 'attachments': [], 'guild_id': '899003658337914880'}}
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event message
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event message
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event command
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event command
[2025-12-10 20:02:46] [INFO    ] discord.voice_state: Connecting to voice...
[2025-12-10 20:02:46] [INFO    ] discord.voice_state: Connecting to voice...
[2025-12-10 20:02:46] [INFO    ] discord.voice_state: Starting voice handshake... (connection attempt 1)
[2025-12-10 20:02:46] [INFO    ] discord.voice_state: Starting voice handshake... (connection attempt 1)
[2025-12-10 20:02:46] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 899003658337914880, 'channel_id': 953355516896247859, 'self_mute': False, 'self_deaf': False}}.
[2025-12-10 20:02:46] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 899003658337914880, 'channel_id': 953355516896247859, 'self_mute': False, 'self_deaf': False}}.
[2025-12-10 20:02:46] [DEBUG   ] discord.voice_state: Connection state changed to set_guild_voice_state
[2025-12-10 20:02:46] [DEBUG   ] discord.voice_state: Connection state changed to set_guild_voice_state
[2025-12-10 20:02:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 10, 'op': 0, 'd': {'member': {'user': {'username': 'zeni_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1442644079686193363', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8787', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['953357419092783155', '1442649496982130771'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1442644079686193363', 'suppress': False, 'session_id': 'fb15644d117296701d7501fcc7a8c295', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '899003658337914880', 'deaf': False, 'channel_id': '953355516896247859'}}
[2025-12-10 20:02:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 10, 'op': 0, 'd': {'member': {'user': {'username': 'zeni_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1442644079686193363', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8787', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['953357419092783155', '1442649496982130771'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-24T22:54:03.311000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1442644079686193363', 'suppress': False, 'session_id': 'fb15644d117296701d7501fcc7a8c295', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '899003658337914880', 'deaf': False, 'channel_id': '953355516896247859'}}
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-12-10 20:02:46] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-12-10 20:02:46] [DEBUG   ] discord.voice_state: Connection state changed to got_voice_state_update
[2025-12-10 20:02:46] [DEBUG   ] discord.voice_state: Connection state changed to got_voice_state_update
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_SERVER_UPDATE', 's': 11, 'op': 0, 'd': {'token': 'f1b453f6753419c1', 'guild_id': '899003658337914880', 'endpoint': 'c-gru11-839c21f5.discord.media:2096'}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_SERVER_UPDATE', 's': 11, 'op': 0, 'd': {'token': 'f1b453f6753419c1', 'guild_id': '899003658337914880', 'endpoint': 'c-gru11-839c21f5.discord.media:2096'}}
[2025-12-10 20:02:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Connection state changed to got_both_voice_updates
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Connection state changed to got_both_voice_updates
[2025-12-10 20:02:47] [INFO    ] discord.voice_state: Voice handshake complete. Endpoint found: c-gru11-839c21f5.discord.media:2096
[2025-12-10 20:02:47] [INFO    ] discord.voice_state: Voice handshake complete. Endpoint found: c-gru11-839c21f5.discord.media:2096
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 0, 'd': {'server_id': '899003658337914880', 'user_id': '1442644079686193363', 'session_id': 'fb15644d117296701d7501fcc7a8c295', 'token': 'f1b453f6753419c1'}}.
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 0, 'd': {'server_id': '899003658337914880', 'user_id': '1442644079686193363', 'session_id': 'fb15644d117296701d7501fcc7a8c295', 'token': 'f1b453f6753419c1'}}.
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Connection state changed to websocket_connected
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Connection state changed to websocket_connected
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 8, 'd': {'v': 8, 'heartbeat_interval': 13750}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 8, 'd': {'v': 8, 'heartbeat_interval': 13750}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 2, 'd': {'streams': [{'type': 'video', 'ssrc': 10200, 'rtx_ssrc': 10201, 'rid': '', 'quality': 0, 'active': False}], 'ssrc': 10199, 'port': 19326, 'modes': ['aead_aes256_gcm_rtpsize', 'aead_xchacha20_poly1305_rtpsize'], 'ip': '104.29.143.38', 'experiments': ['fixed_keyframe_interval']}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 2, 'd': {'streams': [{'type': 'video', 'ssrc': 10200, 'rtx_ssrc': 10201, 'rid': '', 'quality': 0, 'active': False}], 'ssrc': 10199, 'port': 19326, 'modes': ['aead_aes256_gcm_rtpsize', 'aead_xchacha20_poly1305_rtpsize'], 'ip': '104.29.143.38', 'experiments': ['fixed_keyframe_interval']}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Connecting to voice socket
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Connecting to voice socket
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Sending ip discovery packet
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Sending ip discovery packet
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Registering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x0000024B21CFB110>
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Registering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x0000024B21CFB110>
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Unregistering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x0000024B21CFB110>
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Unregistering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x0000024B21CFB110>
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Received ip discovery packet: b"\x00\x02\x00F\x00\x00'\xd7177.191.119.237\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00T\x04"
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Received ip discovery packet: b"\x00\x02\x00F\x00\x00'\xd7177.191.119.237\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00T\x04"
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: detected ip: 177.191.119.237 port: 21508
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: detected ip: 177.191.119.237 port: 21508
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: received supported encryption modes: aead_xchacha20_poly1305_rtpsize
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: received supported encryption modes: aead_xchacha20_poly1305_rtpsize
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 1, 'd': {'protocol': 'udp', 'data': {'address': '177.191.119.237', 'port': 21508, 'mode': 'aead_xchacha20_poly1305_rtpsize'}}}.
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 1, 'd': {'protocol': 'udp', 'data': {'address': '177.191.119.237', 'port': 21508, 'mode': 'aead_xchacha20_poly1305_rtpsize'}}}.
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: selected the voice protocol for use (aead_xchacha20_poly1305_rtpsize)
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: selected the voice protocol for use (aead_xchacha20_poly1305_rtpsize)
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Connection state changed to got_ip_discovery
[2025-12-10 20:02:47] [DEBUG   ] discord.voice_state: Connection state changed to got_ip_discovery
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 0, 'op': 11, 'd': {'user_ids': ['713560579260022815']}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 0, 'op': 11, 'd': {'user_ids': ['713560579260022815']}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 1, 'op': 18, 'd': {'user_id': '713560579260022815', 'flags': 2}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 1, 'op': 18, 'd': {'user_id': '713560579260022815', 'flags': 2}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 2, 'op': 20, 'd': {'user_id': '713560579260022815', 'platform': 0}}
[2025-12-10 20:02:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 2, 'op': 20, 'd': {'user_id': '713560579260022815', 'platform': 0}}
